dataset_system,incident_id,root_cause_service,fault_type,repetition_id,inject_time,metric_start,metric_end,log_start,log_end,trace_start,trace_end,common_start,common_end,pre_onset_common_duration,post_onset_common_duration,eligible,exclusion_reason
RCAEval RE2-TT,ts-order-service_cpu/2,ts-order-service,cpu,2,1706051909.0,1706051189.0,1706052629.0,1706051189.0007734,1706052628.9655876,1706051189.0,1706052628.961,1706051189.0007734,1706052628.961,719.9992265701294,719.9609999656677,True,
RCAEval RE2-TT,ts-order-service_cpu/3,ts-order-service,cpu,3,1706053461.0,1706052741.0,1706054181.0,1706052741.0086262,1706054180.9902816,1706052741.002,1706054094.836,1706052741.0086262,1706054094.836,719.9913737773895,633.8359999656677,True,
RCAEval RE2-TT,ts-order-service_delay/1,ts-order-service,delay,1,1705952245.0,1705951525.0,1705952965.0,1705951525.318021,1705952673.8891137,1705951525.002,1705952675.066,1705951525.318021,1705952673.8891137,719.6819789409637,428.8891136646271,False,truncated common post-onset coverage (428.9 s)
RCAEval RE2-TT,ts-order-service_delay/2,ts-order-service,delay,2,1706067125.0,1706066405.0,1706067845.0,1706066405.1093361,1706067844.91038,1706066405.107,1706067844.91,1706066405.1093361,1706067844.91,719.8906638622284,719.9100000858307,True,
RCAEval RE2-TT,ts-order-service_delay/3,ts-order-service,delay,3,1706068673.0,1706067953.0,1706069393.0,1706067953.024071,1706069392.8926992,1706067953.022,1706069392.887,1706067953.024071,1706069392.887,719.9759290218353,719.8870000839233,True,
RCAEval RE2-TT,ts-order-service_disk/1,ts-order-service,disk,1,1705985281.0,1705984561.0,1705986001.0,1705984561.1511166,1705986000.8174794,1705984561.149,1705986000.999,1705984561.1511166,1705986000.8174794,719.8488833904266,719.8174793720245,True,
RCAEval RE2-TT,ts-order-service_disk/2,ts-order-service,disk,2,1706059803.0,1706059083.0,1706060523.0,1706059083.1067924,1706060522.3519094,1706059083.104,1706060522.345,1706059083.1067924,1706060522.345,719.8932075500488,719.3450000286102,True,
RCAEval RE2-TT,ts-order-service_disk/3,ts-order-service,disk,3,1706061352.0,1706060632.0,1706062072.0,1706060632.0024471,1706062071.8399425,1706060632.002,1706062071.839,1706060632.0024471,1706062071.839,719.9975528717041,719.8389999866486,True,
RCAEval RE2-TT,ts-order-service_loss/1,ts-order-service,loss,1,1705988266.0,1705987546.0,1705988986.0,1705987546.0755231,1705988985.98932,1705987546.0,1705988986.0,1705987546.0755231,1705988985.98932,719.9244768619537,719.9893200397491,True,
RCAEval RE2-TT,ts-order-service_loss/2,ts-order-service,loss,2,1706070221.0,1706069501.0,1706070941.0,1706069501.074352,1706070940.4398339,1706069501.071,1706070940.434,1706069501.074352,1706070940.434,719.9256479740143,719.4340000152588,True,
RCAEval RE2-TT,ts-order-service_loss/3,ts-order-service,loss,3,1706071770.0,1706071050.0,1706072490.0,1706071050.224487,1706072489.99856,1706071050.223,1706072489.998,1706071050.224487,1706072489.998,719.7755129337311,719.9979999065399,True,
RCAEval RE2-TT,ts-order-service_mem/1,ts-order-service,mem,1,1706198902.0,1706198182.0,1706199622.0,1706198182.3696322,1706199621.973367,1706198182.37,1706199621.967,1706198182.37,1706199621.967,719.6300001144409,719.9670000076294,True,
RCAEval RE2-TT,ts-order-service_mem/2,ts-order-service,mem,2,1708443983.0,1708443263.0,1708444703.0,1708443263.055513,1708444702.999011,1708443263.055,1708444702.998,1708443263.055513,1708444702.998,719.9444870948792,719.9979999065399,True,
RCAEval RE2-TT,ts-order-service_mem/3,ts-order-service,mem,3,1706200452.0,1706199732.0,1706201172.0,1706199732.00644,1706201171.997809,1706199732.0,1706201172.0,1706199732.00644,1706201171.997809,719.9935600757599,719.997808933258,True,
RCAEval RE2-TT,ts-order-service_socket/1,ts-order-service,socket,1,1705986772.0,1705986052.0,1705987492.0,1705986052.3131442,1705987491.9531603,1705986052.312,1705987491.952,1705986052.3131442,1705987491.952,719.6868557929993,719.9519999027252,True,
RCAEval RE2-TT,ts-order-service_socket/2,ts-order-service,socket,2,1706062900.0,1706062180.0,1706063620.0,1706062180.000139,1706063619.2929692,1706062180.008,1706063619.288,1706062180.008,1706063619.288,719.9920001029968,719.2880001068115,True,
RCAEval RE2-TT,ts-order-service_socket/3,ts-order-service,socket,3,1708751883.0,1708751163.0,1708752603.0,1708751163.0000978,1708752602.9936738,1708751163.004,1708752603.0,1708751163.004,1708752602.9936738,719.9960000514984,719.9936738014221,True,
RCAEval RE2-TT,ts-route-service_cpu/1,ts-route-service,cpu,1,1705938117.0,1705937397.0,1705938837.0,1705937397.004235,1705938836.720425,1705937397.0,1705938836.713,1705937397.004235,1705938836.713,719.9957649707794,719.7130000591278,True,
RCAEval RE2-TT,ts-route-service_cpu/2,ts-route-service,cpu,2,1706076163.0,1706075443.0,1706076883.0,1706075443.1584954,1706076882.995767,1706075443.156,1706076882.988,1706075443.1584954,1706076882.988,719.841504573822,719.9879999160767,True,
RCAEval RE2-TT,ts-route-service_cpu/3,ts-route-service,cpu,3,1706077706.0,1706076986.0,1706078426.0,1706076986.2761571,1706078425.950224,1706076986.436,1706078425.946,1706076986.436,1706078425.946,719.5639998912811,719.9460000991821,True,
RCAEval RE2-TT,ts-route-service_delay/1,ts-route-service,delay,1,1705939611.0,1705938891.0,1705940331.0,1705938891.0716543,1705940330.998912,1705938891.069,1705940331.0,1705938891.0716543,1705940330.998912,719.9283456802368,719.9989120960236,True,
RCAEval RE2-TT,ts-route-service_delay/2,ts-route-service,delay,2,1706091325.0,1706090605.0,1706092045.0,1706090605.0008657,1706092044.609544,1706090605.0,1706092044.609,1706090605.0008657,1706092044.609,719.9991343021393,719.6089999675751,True,
RCAEval RE2-TT,ts-route-service_delay/3,ts-route-service,delay,3,1706092874.0,1706092154.0,1706093594.0,1706092154.0404174,1706093593.875675,1706092154.036,1706093593.875,1706092154.0404174,1706093593.875,719.959582567215,719.875,True,
RCAEval RE2-TT,ts-route-service_disk/1,ts-route-service,disk,1,1705990546.0,1705989826.0,1705991266.0,1705989826.1296506,1705991265.9653594,1705989826.128,1705991265.967,1705989826.1296506,1705991265.9653594,719.870349407196,719.9653594493866,True,
RCAEval RE2-TT,ts-route-service_disk/2,ts-route-service,disk,2,1706085230.0,1706084510.0,1706085950.0,1706084510.2051427,1706085949.9939747,1706084510.202,1706085950.0,1706084510.2051427,1706085949.9939747,719.7948572635651,719.993974685669,True,
RCAEval RE2-TT,ts-route-service_disk/3,ts-route-service,disk,3,1706183080.0,1706182360.0,1706183800.0,1706182360.0087216,1706183799.9980795,1706182360.006,1706183800.0,1706182360.0087216,1706183799.9980795,719.9912784099579,719.9980795383453,True,
RCAEval RE2-TT,ts-route-service_loss/1,ts-route-service,loss,1,1705993539.0,1705992819.0,1705994259.0,1705992819.0130696,1705994258.9985683,1705992819.003,1705994258.999,1705992819.0130696,1705994258.9985683,719.9869303703308,719.9985682964325,True,
RCAEval RE2-TT,ts-route-service_loss/2,ts-route-service,loss,2,1706094419.0,1706093699.0,1706095139.0,1706093700.0180483,1706095138.9985278,1706093700.017,1706095139.0,1706093700.0180483,1706095138.9985278,718.981951713562,719.998527765274,True,
RCAEval RE2-TT,ts-route-service_loss/3,ts-route-service,loss,3,1706102401.0,1706101681.0,1706103121.0,1706101681.0356162,1706103120.9972773,1706101681.036,1706103121.0,1706101681.036,1706103120.9972773,719.9639999866486,719.9972772598267,True,
RCAEval RE2-TT,ts-route-service_mem/1,ts-route-service,mem,1,1706179570.0,1706178850.0,1706180290.0,1706178850.0065694,1706180289.9995568,1706178850.006,1706180289.999,1706178850.0065694,1706180289.999,719.9934306144714,719.9990000724792,True,
RCAEval RE2-TT,ts-route-service_mem/2,ts-route-service,mem,2,1706082132.0,1706081412.0,1706082852.0,1706081412.0350797,1706082851.465131,1706081412.033,1706082851.46,1706081412.0350797,1706082851.46,719.9649202823639,719.460000038147,True,
RCAEval RE2-TT,ts-route-service_mem/3,ts-route-service,mem,3,1706083682.0,1706082962.0,1706084402.0,1706082962.0006907,1706084401.8503313,1706082962.0,1706084401.85,1706082962.0006907,1706084401.85,719.9993093013763,719.8499999046326,True,
RCAEval RE2-TT,ts-route-service_socket/1,ts-route-service,socket,1,1705992046.0,1705991326.0,1705992766.0,1705991326.0056589,1705992765.9904423,1705991326.003,1705992766.0,1705991326.0056589,1705992765.9904423,719.994341135025,719.990442276001,True,
RCAEval RE2-TT,ts-route-service_socket/2,ts-route-service,socket,2,1706088233.0,1706087513.0,1706088953.0,1706087513.0023146,1706088952.9792602,1706087513.004,1706088952.979,1706087513.004,1706088952.979,719.9960000514984,719.9790000915527,True,
RCAEval RE2-TT,ts-route-service_socket/3,ts-route-service,socket,3,1706089779.0,1706089059.0,1706090499.0,1706089059.5476816,1706090498.083903,1706089059.546,1706090498.078,1706089059.5476816,1706090498.078,719.4523184299469,719.0780000686646,True,
RCAEval RE2-TT,ts-train-service_cpu/1,ts-train-service,cpu,1,1705942599.0,1705941879.0,1705943319.0,1705941879.247618,1705943318.8477864,1705941879.246,1705943318.803,1705941879.247618,1705943318.803,719.7523820400238,719.8029999732971,True,
RCAEval RE2-TT,ts-train-service_cpu/2,ts-train-service,cpu,2,1706105498.0,1706104778.0,1706106218.0,1706104778.0003986,1706106217.9993396,1706104778.0,1706106217.998,1706104778.0003986,1706106217.998,719.9996013641357,719.9979999065399,True,
RCAEval RE2-TT,ts-train-service_cpu/3,ts-train-service,cpu,3,1706107045.0,1706106325.0,1706107765.0,1706106325.235559,1706107764.998199,1706106325.234,1706107765.0,1706106325.235559,1706107764.998199,719.7644410133362,719.9981989860535,True,
RCAEval RE2-TT,ts-train-service_delay/1,ts-train-service,delay,1,1705944092.0,1705943372.0,1705944812.0,1705943372.0046842,1705944811.9945326,1705943372.002,1705944811.997,1705943372.0046842,1705944811.9945326,719.9953157901764,719.994532585144,True,
RCAEval RE2-TT,ts-train-service_delay/2,ts-train-service,delay,2,1706123446.0,1706122726.0,1706124166.0,1706122726.005226,1706124165.9289298,1706122726.009,1706124165.931,1706122726.009,1706124165.9289298,719.9909999370575,719.9289298057556,True,
RCAEval RE2-TT,ts-train-service_delay/3,ts-train-service,delay,3,1706124991.0,1706124271.0,1706125711.0,1706124271.002816,1706125710.9974563,1706124271.0,1706125711.0,1706124271.002816,1706125710.9974563,719.9971840381622,719.9974563121796,True,
RCAEval RE2-TT,ts-train-service_disk/1,ts-train-service,disk,1,1706009807.0,1706009087.0,1706010527.0,1706009087.0447743,1706010526.997181,1706009087.037,1706010526.999,1706009087.0447743,1706010526.997181,719.9552257061005,719.9971809387207,True,
RCAEval RE2-TT,ts-train-service_disk/2,ts-train-service,disk,2,1706114212.0,1706113492.0,1706114932.0,1706113492.001972,1706114931.9992912,1706113492.001,1706114932.0,1706113492.001972,1706114931.9992912,719.9980280399323,719.9992911815643,True,
RCAEval RE2-TT,ts-train-service_disk/3,ts-train-service,disk,3,1706115759.0,1706115039.0,1706116479.0,1706115039.0389402,1706116478.9991903,1706115039.034,1706116479.0,1706115039.0389402,1706116478.9991903,719.9610598087311,719.9991903305054,True,
RCAEval RE2-TT,ts-train-service_loss/1,ts-train-service,loss,1,1708448623.0,1708447903.0,1708449343.0,1708447903.0104437,1708449342.9978845,1708447903.003,1708449342.999,1708447903.0104437,1708449342.9978845,719.989556312561,719.9978845119476,True,
RCAEval RE2-TT,ts-train-service_loss/2,ts-train-service,loss,2,1706126537.0,1706125817.0,1706127257.0,1706125817.002573,1706127256.86458,1706125817.001,1706127256.864,1706125817.002573,1706127256.864,719.9974269866943,719.864000082016,True,
RCAEval RE2-TT,ts-train-service_loss/3,ts-train-service,loss,3,1706128083.0,1706127363.0,1706128803.0,1706127363.0537403,1706128802.9926515,1706127363.051,1706128802.988,1706127363.0537403,1706128802.988,719.9462597370148,719.9879999160767,True,
RCAEval RE2-TT,ts-train-service_mem/1,ts-train-service,mem,1,1706008312.0,1706007592.0,1706009032.0,1706007592.0078218,1706009031.6609342,1706007592.002,1706009031.663,1706007592.0078218,1706009031.6609342,719.9921782016754,719.6609342098236,True,
RCAEval RE2-TT,ts-train-service_mem/2,ts-train-service,mem,2,1706111117.0,1706110397.0,1706111837.0,1706110397.0425103,1706111836.9359047,1706110397.034,1706111836.87,1706110397.0425103,1706111836.87,719.9574897289276,719.8699998855591,True,
RCAEval RE2-TT,ts-train-service_mem/3,ts-train-service,mem,3,1706112664.0,1706111944.0,1706113384.0,1706111944.0524359,1706113382.4665961,1706111944.049,1706113382.461,1706111944.0524359,1706113382.461,719.947564125061,718.4609999656677,True,
RCAEval RE2-TT,ts-train-service_socket/1,ts-train-service,socket,1,1705997317.0,1705996597.0,1705998037.0,1705997440.2894206,1705998036.9687083,1705996599.877,1705998036.284,1705997440.2894206,1705998036.284,-123.28942060470581,719.2839999198914,False,log modality begins 123.3 s after inject_time
RCAEval RE2-TT,ts-train-service_socket/2,ts-train-service,socket,2,1706117304.0,1706116584.0,1706118024.0,1706116584.0055282,1706118023.982549,1706116584.004,1706118023.982,1706116584.0055282,1706118023.982,719.9944717884064,719.9820001125336,True,
RCAEval RE2-TT,ts-train-service_socket/3,ts-train-service,socket,3,1706121899.0,1706121179.0,1706122619.0,1706121179.0004725,1706122618.9986928,1706121179.036,1706122619.0,1706121179.036,1706122618.9986928,719.9639999866486,719.9986927509308,True,
RCAEval RE2-TT,ts-travel-service_cpu/1,ts-travel-service,cpu,1,1708453056.0,1708452336.0,1708453776.0,1708452336.1106734,1708453775.5176623,1708452336.105,1708453775.512,1708452336.1106734,1708453775.512,719.8893265724182,719.5120000839233,True,
RCAEval RE2-TT,ts-travel-service_cpu/2,ts-travel-service,cpu,2,1706135598.0,1706134878.0,1706136318.0,1706134878.0016537,1706136317.870168,1706134878.0,1706136317.866,1706134878.0016537,1706136317.866,719.9983463287354,719.8659999370575,True,
RCAEval RE2-TT,ts-travel-service_cpu/3,ts-travel-service,cpu,3,1706137144.0,1706136424.0,1706137864.0,1706136424.0371177,1706137863.6160686,1706136424.036,1706137863.612,1706136424.0371177,1706137863.612,719.9628822803497,719.6119999885559,True,
RCAEval RE2-TT,ts-travel-service_delay/1,ts-travel-service,delay,1,1706013574.0,1706012854.0,1706014294.0,1706012854.0697582,1706014293.9886138,1706012854.069,1706014293.988,1706012854.0697582,1706014293.988,719.9302418231964,719.9879999160767,True,
RCAEval RE2-TT,ts-travel-service_delay/2,ts-travel-service,delay,2,1706151818.0,1706151098.0,1706152538.0,1706151098.0409555,1706152537.9975913,1706151098.034,1706152538.0,1706151098.0409555,1706152537.9975913,719.9590444564819,719.9975912570953,True,
RCAEval RE2-TT,ts-travel-service_delay/3,ts-travel-service,delay,3,1706153370.0,1706152650.0,1706154090.0,1706152650.000536,1706154089.9883707,1706152650.0,1706154089.999,1706152650.000536,1706154089.9883707,719.9994640350342,719.9883706569672,True,
RCAEval RE2-TT,ts-travel-service_disk/1,ts-travel-service,disk,1,1706012083.0,1706011363.0,1706012803.0,1706011363.213519,1706012802.9890568,1706011363.212,1706012802.998,1706011363.213519,1706012802.9890568,719.7864809036255,719.9890568256378,True,
RCAEval RE2-TT,ts-travel-service_disk/2,ts-travel-service,disk,2,1706143230.0,1706142510.0,1706143950.0,1706142510.8491004,1706143949.4474163,1706142510.847,1706143949.442,1706142510.8491004,1706143949.442,719.1508996486664,719.441999912262,True,
RCAEval RE2-TT,ts-travel-service_disk/3,ts-travel-service,disk,3,1706144777.0,1706144057.0,1706145497.0,1706144057.5418293,1706145496.6786084,1706144057.986,1706145496.673,1706144057.986,1706145496.673,719.0139999389648,719.6730000972748,True,
RCAEval RE2-TT,ts-travel-service_loss/1,ts-travel-service,loss,1,1708454598.0,1708453878.0,1708455318.0,1708453878.0063162,1708455317.9997833,1708453878.011,1708455317.996,1708453878.011,1708455317.996,719.989000082016,719.9960000514984,True,
RCAEval RE2-TT,ts-travel-service_loss/2,ts-travel-service,loss,2,1706154918.0,1706154198.0,1706155638.0,1706154198.0074294,1706155637.9977725,1706154198.006,1706155638.0,1706154198.0074294,1706155637.9977725,719.9925706386566,719.9977724552155,True,
RCAEval RE2-TT,ts-travel-service_loss/3,ts-travel-service,loss,3,1708456140.0,1708455420.0,1708456860.0,1708455420.0030432,1708456859.6759903,1708455420.004,1708456859.438,1708455420.004,1708456859.438,719.9960000514984,719.4379999637604,True,
RCAEval RE2-TT,ts-travel-service_mem/1,ts-travel-service,mem,1,1706202000.0,1706201280.0,1706202720.0,1706201280.040417,1706202719.9998562,1706201280.04,1706202719.997,1706201280.040417,1706202719.997,719.9595830440521,719.9969999790192,True,
RCAEval RE2-TT,ts-travel-service_mem/2,ts-travel-service,mem,2,1706203551.0,1706202831.0,1706204271.0,1706202831.0046656,1706204270.9879959,1706202831.0,1706204270.99,1706202831.0046656,1706204270.9879959,719.9953343868256,719.9879958629608,True,
RCAEval RE2-TT,ts-travel-service_mem/3,ts-travel-service,mem,3,1706207458.0,1706206738.0,1706208178.0,1706206738.0764046,1706208177.9931161,1706206738.073,1706208178.0,1706206738.0764046,1706208177.9931161,719.9235954284668,719.9931161403656,True,
RCAEval RE2-TT,ts-travel-service_socket/1,ts-travel-service,socket,1,1706146324.0,1706145604.0,1706147044.0,1706145604.0407174,1706147043.0466645,1706145604.038,1706147043.039,1706145604.0407174,1706147043.039,719.9592826366425,719.0390000343323,True,
RCAEval RE2-TT,ts-travel-service_socket/2,ts-travel-service,socket,2,1706148724.0,1706148004.0,1706149444.0,1706148004.0361693,1706149443.9985814,1706148004.034,1706149444.0,1706148004.0361693,1706149443.9985814,719.9638307094574,719.9985814094543,True,
RCAEval RE2-TT,ts-travel-service_socket/3,ts-travel-service,socket,3,1706150271.0,1706149551.0,1706150991.0,1706149551.0345876,1706150990.9374652,1706149551.034,1706150990.869,1706149551.0345876,1706150990.869,719.9654123783112,719.8689999580383,True,
RCAEval RE3-OB,adservice_f3/1,adservice,f3,1,1731903960.0,1731903240.0,1731904680.0,1731903240.2046573,1731904679.9843113,1731903240.203,1731904679.98,1731903240.2046573,1731904679.98,719.7953426837921,719.9800000190735,True,
RCAEval RE3-OB,adservice_f3/2,adservice,f3,2,1732275199.0,1732274479.0,1732275919.0,1732274479.1313825,1732275918.9984498,1732274479.131,1732275919.0,1732274479.1313825,1732275918.9984498,719.8686175346375,719.9984498023987,True,
RCAEval RE3-OB,adservice_f3/3,adservice,f3,3,1732363998.0,1732363278.0,1732364718.0,1732363278.004496,1732364717.7842216,1732363278.0,1732364717.865,1732363278.004496,1732364717.7842216,719.9955039024353,719.7842216491699,True,
RCAEval RE3-OB,adservice_f4/1,adservice,f4,1,1731905504.0,1731904784.0,1731906224.0,1731904784.0073817,1731906223.996992,1731904784.0,1731906224.0,1731904784.0073817,1731906223.996992,719.9926183223724,719.996992111206,True,
RCAEval RE3-OB,adservice_f4/2,adservice,f4,2,1732276743.0,1732276023.0,1732277463.0,1732276023.0407274,1732277462.9395025,1732276023.04,1732277462.936,1732276023.0407274,1732277462.936,719.9592726230621,719.9360001087189,True,
RCAEval RE3-OB,adservice_f4/3,adservice,f4,3,1732365542.0,1732364822.0,1732366262.0,1732364822.0869012,1732366261.8462174,1732364822.086,1732366261.937,1732364822.0869012,1732366261.8462174,719.9130988121033,719.8462173938751,True,
RCAEval RE3-OB,adservice_f5/1,adservice,f5,1,1731907048.0,1731906328.0,1731907768.0,1731906328.4139698,1731907767.995574,1731906328.413,1731907768.0,1731906328.4139698,1731907767.995574,719.5860302448273,719.9955739974976,True,
RCAEval RE3-OB,adservice_f5/2,adservice,f5,2,1732278287.0,1732277567.0,1732279007.0,1732277567.0446923,1732279006.7518246,1732277567.044,1732279006.75,1732277567.0446923,1732279006.75,719.9553077220917,719.75,True,
RCAEval RE3-OB,adservice_f5/3,adservice,f5,3,1732367086.0,1732366366.0,1732367806.0,1732366366.001939,1732367805.8142476,1732366366.003,1732367805.812,1732366366.003,1732367805.812,719.9969999790192,719.8120000362396,True,
RCAEval RE3-OB,cartservice_f1/1,cartservice,f1,1,1731908592.0,1731907872.0,1731909312.0,1731907872.1137168,1731909311.9983256,1731907872.113,1731909311.993,1731907872.1137168,1731909311.993,719.886283159256,719.9930000305176,True,
RCAEval RE3-OB,cartservice_f1/2,cartservice,f1,2,1732279831.0,1732279111.0,1732280551.0,1732279111.0016446,1732280550.6394846,1732279111.365,1732280550.634,1732279111.365,1732280550.634,719.6349999904633,719.6340000629425,True,
RCAEval RE3-OB,cartservice_f1/3,cartservice,f1,3,1732368630.0,1732367910.0,1732369350.0,1732367910.0031543,1732369349.7833116,1732367910.001,1732369349.779,1732367910.0031543,1732369349.779,719.9968457221985,719.779000043869,True,
RCAEval RE3-OB,currencyservice_f1/1,currencyservice,f1,1,1731910135.0,1731909415.0,1731910855.0,1731909415.0011199,1731910854.890976,1731909415.0,1731910854.888,1731909415.0011199,1731910854.888,719.998880147934,719.8880000114441,True,
RCAEval RE3-OB,currencyservice_f1/2,currencyservice,f1,2,1732281375.0,1732280655.0,1732282095.0,1732280655.0952692,1732282094.3912196,1732280655.008,1732282094.388,1732280655.0952692,1732282094.388,719.904730796814,719.3880000114441,True,
RCAEval RE3-OB,currencyservice_f1/3,currencyservice,f1,3,1732370174.0,1732369454.0,1732370894.0,1732369454.3598883,1732370893.653302,1732369454.359,1732370893.653,1732369454.3598883,1732370893.653,719.6401116847992,719.6530001163483,True,
RCAEval RE3-OB,emailservice_f1/1,emailservice,f1,1,1731911680.0,1731910960.0,1731912400.0,1731910960.1811306,1731912399.605671,1731910960.029,1731912399.601,1731910960.1811306,1731912399.601,719.8188693523407,719.6010000705719,True,
RCAEval RE3-OB,emailservice_f1/2,emailservice,f1,2,1732282919.0,1732282199.0,1732283639.0,1732282199.0039368,1732283638.237303,1732282199.0,1732283638.385,1732282199.0039368,1732283638.237303,719.9960632324219,719.23730301857,True,
RCAEval RE3-OB,emailservice_f1/3,emailservice,f1,3,1732371718.0,1732370998.0,1732372438.0,1732370999.3859499,1732372437.9886272,1732370998.666,1732372437.998,1732370999.3859499,1732372437.9886272,718.6140501499176,719.9886271953583,True,
RCAEval RE3-OB,emailservice_f2/1,emailservice,f2,1,1731913224.0,1731912504.0,1731913944.0,1731912504.4737515,1731913943.7913551,1731912504.473,1731913943.788,1731912504.4737515,1731913943.788,719.5262484550476,719.7880001068115,True,
RCAEval RE3-OB,emailservice_f2/2,emailservice,f2,2,1732284463.0,1732283743.0,1732285183.0,1732283743.0007224,1732285182.9633048,1732283743.0,1732285182.96,1732283743.0007224,1732285182.96,719.9992775917053,719.960000038147,True,
RCAEval RE3-OB,emailservice_f2/3,emailservice,f2,3,1732373262.0,1732372542.0,1732373982.0,1732372542.0350857,1732373981.8927245,1732372542.034,1732373981.887,1732372542.0350857,1732373981.887,719.9649143218994,719.8870000839233,True,
RCAEval RE3-OB,emailservice_f3/1,emailservice,f3,1,1731914768.0,1731914048.0,1731915488.0,1731914048.7245567,1731915487.9637656,1731914048.724,1731915487.96,1731914048.7245567,1731915487.96,719.275443315506,719.960000038147,True,
RCAEval RE3-OB,emailservice_f3/2,emailservice,f3,2,1732286006.0,1732285286.0,1732286726.0,1732285286.0612793,1732286725.6637843,1732285286.061,1732286725.659,1732285286.0612793,1732286725.659,719.938720703125,719.6589999198914,True,
RCAEval RE3-OB,emailservice_f3/3,emailservice,f3,3,1732374805.0,1732374085.0,1732375525.0,1732374085.0705585,1732375524.954971,1732374085.07,1732375524.952,1732374085.0705585,1732375524.952,719.9294414520264,719.9519999027252,True,
RCAEval RE3-OB,emailservice_f4/1,emailservice,f4,1,1731916312.0,1731915592.0,1731917032.0,1731915592.0004134,1731917031.997918,1731915592.004,1731917032.0,1731915592.004,1731917031.997918,719.9960000514984,719.9979178905487,True,
RCAEval RE3-OB,emailservice_f4/2,emailservice,f4,2,1732287550.0,1732286830.0,1732288270.0,1732286830.1226325,1732288269.7211862,1732286830.122,1732288269.719,1732286830.1226325,1732288269.719,719.8773674964905,719.7190001010895,True,
RCAEval RE3-OB,emailservice_f4/3,emailservice,f4,3,1732376349.0,1732375629.0,1732377069.0,1732375629.3005111,1732377068.8787231,1732375629.275,1732377068.876,1732375629.3005111,1732377068.876,719.6994888782501,719.8759999275208,True,
RCAEval RE3-OB,emailservice_f5/1,emailservice,f5,1,1731917856.0,1731917136.0,1731918576.0,1731917136.0757515,1731918575.5539217,1731917136.075,1731918575.877,1731917136.0757515,1731918575.5539217,719.924248456955,719.5539216995239,True,
RCAEval RE3-OB,emailservice_f5/2,emailservice,f5,2,1732289094.0,1732288374.0,1732289814.0,1732288374.3837564,1732289813.822379,1732288374.383,1732289813.961,1732288374.3837564,1732289813.822379,719.6162436008453,719.8223791122437,True,
RCAEval RE3-OB,emailservice_f5/3,emailservice,f5,3,1732377893.0,1732377173.0,1732378613.0,1732377173.05045,1732378612.923552,1732377173.05,1732378612.919,1732377173.05045,1732378612.919,719.9495499134064,719.9189999103546,True,
RCAEval RE3-TT,ts-auth-service_f1/1,ts-auth-service,f1,1,1733591947.0,1733591047.0,1733592847.0,1733591047.8526633,1733592845.9976575,1733591047.847,1733592845.765,1733591047.8526633,1733592845.765,899.1473367214203,898.7650001049042,True,
RCAEval RE3-TT,ts-auth-service_f1/2,ts-auth-service,f1,2,1733638682.0,1733637782.0,1733639582.0,1733637782.4737623,1733639581.993451,1733637782.477,1733639581.813,1733637782.477,1733639581.813,899.5230000019073,899.8129999637604,True,
RCAEval RE3-TT,ts-auth-service_f1/3,ts-auth-service,f1,3,1733640809.0,1733639909.0,1733641709.0,1733639909.9385934,1733641708.3914099,1733639909.934,1733641707.979,1733639909.9385934,1733641707.979,899.0614066123962,898.9790000915527,True,
RCAEval RE3-TT,ts-auth-service_f1/4,ts-auth-service,f1,4,1733832191.0,1733831291.0,1733833091.0,1733831291.0225816,1733833089.7030478,1733831291.251,1733833089.534,1733831291.251,1733833089.534,899.7490000724792,898.5339999198914,True,
RCAEval RE3-TT,ts-auth-service_f2/1,ts-auth-service,f2,1,1733594074.0,1733593174.0,1733594974.0,1733593174.1133401,1733594972.3818057,1733593174.11,1733594972.164,1733593174.1133401,1733594972.164,899.886659860611,898.1640000343323,True,
RCAEval RE3-TT,ts-auth-service_f2/2,ts-auth-service,f2,2,1733642936.0,1733642036.0,1733643836.0,1733642036.0233822,1733643835.8749762,1733642036.019,1733643835.874,1733642036.0233822,1733643835.874,899.9766178131104,899.8740000724792,True,
RCAEval RE3-TT,ts-auth-service_f2/3,ts-auth-service,f2,3,1733645063.0,1733644163.0,1733645963.0,1733644163.9214625,1733645962.2947361,1733644163.917,1733645962.082,1733644163.9214625,1733645962.082,899.0785374641418,899.0820000171661,True,
RCAEval RE3-TT,ts-auth-service_f2/4,ts-auth-service,f2,4,1733834319.0,1733833419.0,1733835219.0,1733833419.0035653,1733835218.790654,1733833419.006,1733835218.592,1733833419.006,1733835218.592,899.9939999580383,899.5920000076294,True,
RCAEval RE3-TT,ts-auth-service_f3/1,ts-auth-service,f3,1,1733596193.0,1733595293.0,1733597093.0,1733595293.6381369,1733597092.7829888,1733595293.627,1733597092.779,1733595293.6381369,1733597092.779,899.3618631362915,899.779000043869,True,
RCAEval RE3-TT,ts-auth-service_f3/2,ts-auth-service,f3,2,1733647181.0,1733646281.0,1733648081.0,1733646281.0801144,1733648079.1344128,1733646282.282,1733648079.131,1733646282.282,1733648079.131,898.7179999351501,898.1310000419617,True,
RCAEval RE3-TT,ts-auth-service_f3/3,ts-auth-service,f3,3,1733649309.0,1733648409.0,1733650209.0,1733648409.0055718,1733650208.807653,1733648409.003,1733650208.803,1733648409.0055718,1733650208.803,899.9944281578064,899.8029999732971,True,
